,unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,yearincome,monthlyincome,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,roledepartament,remotework
127,127,35.0,No,,619.0,,1,3,,600.0,2,M,85.0,3,2, sales executive ,3,unknown,18659,9,unknown,11,3.0,3,,,,0,15.0,2,3.0,11,,6,9,1988,Unknown,Si
128,128,42.0,No,rarely,319.0,,24,3,Medical,unknown,4,M,56.0,3,3, manufacturing director ,1,married,6950,1,unknown,21,4.0,4,"80,0",,,1,10.0,5,2.0,10,,5,8,1981,Unknown,No
129,129,52.0,No,rarely,956.0,,6,2,,630.0,4,M,78.0,3,2, research scientist ,1,divorced,22087,3,yes,12,,2,,66924.0,5577.0,2,18.0,3,3.0,10,,6,9,1971,Unknown,Si
130,130,49.0,No,,1245.0,,18,4,Life Sciences,638.0,4,M,58.0,2,5, research director ,3,unknown,2125,1,yes,17,3.0,3,,,,1,,5,3.0,31,,0,9,1974,Unknown,Si
131,131,34.0,No,rarely,1397.0, Research & Development ,1,5,,683.0,2,M,42.0,3,1, research scientist ,4,married,7660,1,no,12,3.0,4,"80,0",32292.0,2691.0,1,,4,2.0,10,,8,8,1989, research scientist  -  research & development ,Si
132,132,33.0,Yes,rarely,527.0,,1,4,Other,780.0,4,M,63.0,3,1, research scientist ,4,single,5207,1,unknown,13,3.0,3,"80,0",,,0,10.0,2,2.0,10,,7,8,1990,Unknown,No
133,133,33.0,No,,213.0, Research & Development ,7,3,Medical,817.0,3,M,49.0,3,3, research director ,3,married,25995,0,no,11,3.0,4,,,,0,,3,4.0,13,,3,7,1990, research director  -  research & development ,Si
134,134,53.0,No,rarely,,,23,4,,901.0,4,F,72.0,3,4, research director ,4,unknown,20206,6,no,18,3.0,3,,,,0,33.0,0,3.0,12,,3,8,1970,Unknown,Si
135,135,49.0,No,rarely,527.0,,8,2,Other,944.0,1,F,51.0,3,3, laboratory technician ,2,married,22477,4,unknown,11,3.0,3,,88836.0,7403.0,1,29.0,3,2.0,26,,1,7,1974,Unknown,No
136,136,35.0,No,,882.0,,21,4,,984.0,2,M,,3,3, sales executive ,4,unknown,6812,6,unknown,13,3.0,2,"80,0",,,1,,2,3.0,10,,0,8,1988,Unknown,No
137,137,38.0,No,rarely,330.0,,17,1,Life Sciences,1088.0,3,F,65.0,2,3, healthcare representative ,3,married,24608,0,unknown,18,3.0,1,,105876.0,8823.0,1,20.0,4,2.0,19,,1,9,1985,Unknown,No
138,138,46.0,No,,406.0, Sales ,3,1,Marketing,1124.0,1,M,,3,4, manager ,3,married,15596,3,no,12,3.0,4,,,,1,,3,3.0,12,,4,9,1977, manager  -  sales ,No
139,139,36.0,No,non-travel,217.0,,18,4,,unknown,1,M,78.0,3,2, manufacturing director ,4,single,23238,2,unknown,20,4.0,1,,,,0,18.0,0,3.0,11,,0,9,1987,Unknown,No
140,140,42.0,Yes,frequently,481.0,,15,3,Life Sciences,1167.0,1,M,44.0,3,4, sales executive ,1,single,2447,0,unknown,12,,2,,,,0,,2,2.0,21,,13,14,1981,Unknown,Si
141,141,34.0,No,frequently,669.0,,1,3,,1184.0,4,M,97.0,2,2, healthcare representative ,1,single,25755,0,no,20,4.0,3,,,,0,14.0,3,3.0,13,,4,9,1989,Unknown,Si
142,142,30.0,No,rarely,1465.0, Research & Development ,1,3,Medical,unknown,4,M,63.0,3,1, research scientist ,2,unknown,9369,0,yes,21,4.0,1,,42948.0,3579.0,1,12.0,2,3.0,11,,5,7,1993, research scientist  -  research & development ,Si
143,143,54.0,No,rarely,685.0,,3,3,Life Sciences,unknown,4,M,85.0,3,4, research director ,4,married,23474,3,no,14,3.0,1,"80,0",213348.0,17779.0,0,36.0,2,3.0,10,,0,9,1969,Unknown,Si
144,144,31.0,No,rarely,1062.0,,24,3,Medical,1252.0,3,F,96.0,2,2, healthcare representative ,1,single,17198,1,no,19,,2,,,,0,10.0,2,3.0,10,,1,8,1992,Unknown,No
145,145,44.0,No,,1099.0,,5,3,,1267.0,2,M,88.0,3,5, manager ,2,married,8751,7,no,11,3.0,3,"80,0",218556.0,18213.0,1,26.0,5,3.0,22,,3,10,1979,Unknown,Si
146,146,55.0,No,non-travel,177.0,,8,1,,1278.0,4,M,37.0,2,4, healthcare representative ,2,divorced,25592,1,yes,15,3.0,4,,162924.0,13577.0,1,,3,3.0,33,,15,0,1968,Unknown,No
147,147,44.0,No,rarely,1199.0,,4,2,Life Sciences,1288.0,3,M,92.0,4,5, manager ,1,divorced,17477,1,no,14,3.0,4,,230280.0,19190.0,2,,4,2.0,25,,14,13,1979,Unknown,No
148,148,34.0,No,frequently,648.0, Human Resources ,11,3,Life Sciences,unknown,3,M,56.0,2,2, human resources ,2,unknown,21833,4,no,11,3.0,4,,,,2,14.0,5,4.0,10,,1,8,1989, human resources  -  human resources ,Si
149,149,39.0,No,,412.0,,13,4,,1307.0,3,F,94.0,2,4, manager ,2,divorced,17334,6,yes,13,3.0,4,,205476.0,17123.0,2,,4,3.0,19,,15,2,1984,Unknown,No
150,150,55.0,No,rarely,282.0,,2,2,Medical,1336.0,4,F,58.0,1,5, manager ,3,unknown,6992,4,unknown,14,,4,,230244.0,19187.0,1,23.0,5,3.0,19,,9,11,1968,Unknown,Si
151,151,51.0,No,,770.0,,5,3,Life Sciences,1352.0,3,M,84.0,3,4, manager ,2,unknown,17588,1,unknown,11,3.0,2,"80,0",,,1,,2,3.0,33,,0,10,1972,Unknown,Si
152,152,58.0,Yes,,601.0,,14,4,Medical,1360.0,1,F,53.0,2,3, manufacturing director ,1,married,12023,7,unknown,14,3.0,4,"80,0",120096.0,10008.0,0,,0,2.0,10,,5,9,1965,Unknown,Si
153,153,48.0,No,,855.0,,4,3,Life Sciences,unknown,4,M,54.0,3,3, manufacturing director ,4,single,18706,1,no,11,3.0,3,,,,0,11.0,2,3.0,10,,0,8,1975,Unknown,Si
154,154,29.0,No,rarely,332.0, Human Resources ,17,3,,1419.0,2,M,51.0,2,3, human resources ,1,single,9769,1,unknown,13,3.0,1,,95856.0,7988.0,0,,3,2.0,10,,0,9,1994, human resources  -  human resources ,No
155,155,34.0,No,,1326.0,,3,3,Other,1478.0,4,M,81.0,1,2, sales executive ,1,single,15891,3,no,18,,4,"80,0",,,0,15.0,2,3.0,13,,3,12,1989,Unknown,Si
156,156,42.0,No,frequently,748.0,,9,2,,1480.0,1,F,74.0,3,1, laboratory technician ,4,unknown,16458,1,unknown,13,3.0,3,,,,0,12.0,3,3.0,12,,5,8,1981,Unknown,Si
157,157,57.0,No,rarely,405.0,,1,2,Life Sciences,unknown,2,M,93.0,4,2, research scientist ,3,married,2721,0,no,24,4.0,1,,,,1,13.0,2,2.0,12,,2,8,1966,Unknown,Si
158,158,34.0,Yes,rarely,790.0,,24,4,,1489.0,1,F,40.0,2,2, sales executive ,2,single,7815,0,yes,23,4.0,3,,,,0,16.0,2,4.0,15,,10,10,1989,Unknown,No
159,159,54.0,No,frequently,1050.0,,11,4,Medical,1520.0,2,F,87.0,3,4, manager ,4,unknown,24456,3,no,20,,1,,,,1,26.0,2,3.0,14,,1,12,1969,Unknown,Si
160,160,34.0,No,rarely,971.0,,1,3,,1535.0,4,M,64.0,2,3, sales executive ,3,unknown,12288,1,unknown,14,3.0,4,"80,0",84996.0,7083.0,0,,3,3.0,10,,8,6,1989,Unknown,No
161,161,29.0,No,,1370.0,,3,1,Medical,1586.0,2,M,87.0,3,1, laboratory technician ,1,single,16213,1,unknown,18,3.0,4,,56676.0,4723.0,0,,3,,10,,1,5,1994,Unknown,Si
162,162,35.0,No,rarely,750.0,,28,3,Life Sciences,1596.0,2,M,46.0,4,2, laboratory technician ,3,unknown,25348,1,unknown,17,,4,,40884.0,3407.0,2,,3,2.0,10,,6,8,1988,Unknown,Si
163,163,35.0,Yes,,880.0,,12,4,Other,1667.0,4,M,36.0,3,2, sales executive ,4,unknown,10414,3,unknown,24,4.0,1,,,,0,13.0,2,4.0,11,,6,7,1988,Unknown,Si
164,164,34.0,No,rarely,678.0,,19,3,Life Sciences,1701.0,2,F,35.0,2,1, research scientist ,4,married,20338,1,no,12,3.0,2,,35148.0,2929.0,0,10.0,3,3.0,10,,8,7,1989,Unknown,Si
165,165,43.0,No,,1179.0,,2,3,,1706.0,4,M,73.0,3,2, sales executive ,4,unknown,6069,1,yes,17,3.0,1,,,,1,10.0,3,3.0,10,,8,8,1980,Unknown,No
166,166,58.0,No,non-travel,350.0,,2,3,Medical,unknown,2,M,52.0,3,4, manager ,2,divorced,22577,4,no,22,4.0,4,,,,1,37.0,0,2.0,16,,14,14,1965,Unknown,Si
167,167,36.0,No,rarely,1266.0, Sales ,14,4,,unknown,1,F,63.0,2,2, sales executive ,3,married,6060,1,yes,13,3.0,1,,,,1,10.0,4,3.0,10,,1,7,1987, sales executive  -  sales ,No
168,168,43.0,No,rarely,574.0,,11,3,Life Sciences,1971.0,1,M,30.0,3,3, healthcare representative ,3,married,16873,1,unknown,17,3.0,2,,,,1,10.0,1,3.0,10,,0,9,1980,Unknown,Si
169,169,55.0,No,,189.0,,26,4,Human Resources,unknown,3,M,71.0,4,5, manager ,2,married,25811,4,yes,18,3.0,1,"80,0",,,1,35.0,0,3.0,10,,1,4,1968,Unknown,Si
170,170,42.0,No,,, Research & Development ,23,2,,1976.0,4,M,37.0,2,2, research scientist ,3,single,14811,1,unknown,12,3.0,4,"80,0",,,0,20.0,2,3.0,20,,3,7,1981, research scientist  -  research & development ,Si
171,171,40.0,No,,692.0,,11,3,Technical Degree,1985.0,4,F,73.0,3,2, laboratory technician ,3,married,26849,1,unknown,11,,1,,,,1,10.0,2,4.0,10,,9,4,1983,Unknown,Si
172,172,56.0,Yes,,310.0, Research & Development ,7,2,Technical Degree,2032.0,4,M,72.0,3,1, laboratory technician ,3,married,3666,8,no,11,3.0,4,"80,0",,,1,14.0,4,1.0,10,,9,8,1967, laboratory technician  -  research & development ,Si
173,173,39.0,No,rarely,722.0,,33,1,Marketing,2056.0,3,F,60.0,2,4, sales executive ,4,unknown,8828,0,unknown,11,3.0,1,"80,0",144372.0,12031.0,1,,2,2.0,20,,9,6,1984,Unknown,Si
174,174,53.0,No,rarely,1219.0,,2,4,Life Sciences,unknown,1,F,78.0,2,4, manager ,4,married,22021,2,no,16,3.0,3,"80,0",185124.0,15427.0,0,,3,3.0,25,,3,7,1970,Unknown,Si
175,175,27.0,No,frequently,994.0,,8,3,,unknown,4,M,37.0,3,3, sales executive ,3,single,2975,1,no,15,3.0,4,,,,0,9.0,0,3.0,9,,1,7,1996,Unknown,No
176,176,30.0,No,frequently,721.0,,1,2,,57.0,3,F,58.0,3,2, laboratory technician ,4,unknown,10781,1,unknown,23,4.0,4,,,,0,12.0,2,,12,,3,7,1993,Unknown,Si
177,177,35.0,No,,853.0,,18,5,Life Sciences,unknown,2,M,71.0,3,3, sales executive ,1,married,11031,1,unknown,22,4.0,4,"80,0",,,1,9.0,3,2.0,9,,1,8,1988,Unknown,Si
178,178,32.0,No,rarely,427.0, Research & Development ,1,3,Medical,78.0,1,M,,3,2, manufacturing director ,4,married,10877,1,yes,22,4.0,2,,73944.0,6162.0,1,9.0,3,3.0,9,,7,8,1991, manufacturing director  -  research & development ,Si
179,179,30.0,No,rarely,852.0,,1,1,Life Sciences,104.0,4,M,55.0,2,2, laboratory technician ,4,married,15998,1,unknown,12,3.0,3,,61512.0,5126.0,2,,1,,10,,3,0,1993,Unknown,No
180,180,46.0,Yes,,669.0, Sales ,9,2,Medical,118.0,3,M,64.0,2,3, sales executive ,4,unknown,13596,1,no,16,3.0,4,,115428.0,9619.0,0,9.0,3,3.0,9,,4,7,1977, sales executive  -  sales ,No
181,181,30.0,No,rarely,1334.0,,4,2,,121.0,3,F,63.0,2,2, sales executive ,2,unknown,19760,1,yes,12,3.0,2,,,,3,11.0,4,2.0,11,,2,7,1993,Unknown,No
182,182,32.0,No,,1093.0,,6,4,,125.0,2,M,87.0,3,2, sales executive ,3,single,24301,1,no,16,3.0,1,"80,0",60120.0,5010.0,0,12.0,0,3.0,11,,5,7,1991,Unknown,Si
183,183,35.0,No,rarely,,,37,5,Marketing,unknown,3,M,94.0,3,3, sales executive ,2,married,11439,1,unknown,13,3.0,1,,,,2,,3,3.0,10,,0,6,1988,Unknown,No
184,184,32.0,No,,967.0,,8,3,Marketing,207.0,2,F,43.0,3,3, sales executive ,4,single,15589,1,unknown,14,3.0,4,"80,0",,,0,9.0,2,3.0,9,,3,7,1991,Unknown,Si
185,185,41.0,No,rarely,465.0, Research & Development ,34,3,Life Sciences,227.0,1,M,56.0,3,1, research scientist ,3,divorced,4609,4,no,12,3.0,1,,,,1,,2,3.0,9,,1,8,1982, research scientist  -  research & development ,Si
186,186,40.0,No,rarely,989.0,,4,1,Medical,253.0,4,F,46.0,3,5, manager ,3,unknown,6499,1,no,14,3.0,2,,228396.0,19033.0,1,21.0,2,3.0,20,,9,9,1983,Unknown,No
187,187,45.0,No,,1195.0,,2,2,,264.0,1,M,65.0,2,4, manager ,4,married,20462,9,no,23,4.0,4,,,,1,22.0,1,3.0,20,,11,8,1978,Unknown,Si
188,188,32.0,Yes,rarely,1045.0,,4,4,,291.0,4,M,32.0,1,3, sales executive ,4,married,25812,1,no,11,3.0,3,"80,0",124800.0,10400.0,0,14.0,2,2.0,14,,9,8,1991,Unknown,No
189,189,30.0,No,non-travel,829.0, Research & Development ,1,1,Life Sciences,292.0,3,M,88.0,2,3, manufacturing director ,3,unknown,20925,1,no,22,4.0,3,"80,0",,,0,,2,3.0,11,,5,8,1993, manufacturing director  -  research & development ,Si
190,190,37.0,No,,663.0,,11,3,,306.0,2,M,47.0,3,3, research director ,4,unknown,10056,1,unknown,14,3.0,3,,,,3,,1,3.0,10,,0,7,1986,Unknown,Si
191,191,37.0,No,,319.0,,4,4,,unknown,1,M,41.0,3,1, sales representative ,4,divorced,2539,4,no,17,3.0,3,"80,0",33516.0,2793.0,1,13.0,2,3.0,9,,5,8,1986,Unknown,No
192,192,40.0,No,,1300.0,,24,2,Technical Degree,335.0,1,M,62.0,3,2, research scientist ,4,unknown,24447,1,no,17,3.0,1,,,,2,,3,3.0,9,,4,7,1983,Unknown,No
193,193,36.0,No,non-travel,1105.0,,24,4,,unknown,2,F,47.0,3,2, laboratory technician ,2,married,6927,7,unknown,15,3.0,3,,68088.0,5674.0,1,11.0,3,3.0,9,,0,8,1987,Unknown,Si
194,194,32.0,No,rarely,906.0,,7,3,Life Sciences,420.0,4,M,91.0,2,2, sales executive ,3,married,16985,1,unknown,14,3.0,3,,,,1,13.0,3,2.0,13,,4,8,1991,Unknown,Si
195,195,38.0,No,,849.0,,25,2,Life Sciences,421.0,1,F,81.0,2,3, research director ,2,unknown,26707,3,unknown,17,3.0,3,,,,1,,2,3.0,10,,0,1,1985,Unknown,Si
196,196,30.0,No,rarely,1275.0,,28,2,,441.0,4,F,64.0,3,2, research scientist ,4,married,11934,1,no,13,3.0,4,"80,0",,,2,11.0,2,3.0,10,,1,9,1993,Unknown,Si
197,197,39.0,No,,1218.0,,1,1,,531.0,2,M,52.0,3,5, manager ,3,unknown,8213,1,unknown,14,3.0,3,,230364.0,19197.0,1,21.0,3,3.0,21,,1,6,1984,Unknown,Si
198,198,60.0,No,,422.0,,7,3,Life Sciences,549.0,1,F,41.0,3,5, manager ,1,unknown,3854,5,no,11,3.0,4,"80,0",,,0,33.0,5,1.0,29,,11,10,1963,Unknown,Si
199,199,30.0,No,,1398.0,,22,4,Other,567.0,3,F,69.0,3,3, sales executive ,1,unknown,2890,0,unknown,11,3.0,3,,100944.0,8412.0,0,10.0,3,3.0,9,,7,8,1993,Unknown,Si
200,200,31.0,No,rarely,1274.0, Research & Development ,9,1,,581.0,3,M,,3,3, manufacturing director ,2,divorced,14394,1,no,25,4.0,4,,,,1,,6,4.0,13,,0,8,1992, manufacturing director  -  research & development ,Si
201,201,33.0,Yes,,1076.0,,3,3,Life Sciences,702.0,1,M,70.0,3,1, research scientist ,1,single,3164,1,yes,11,3.0,1,"80,0",40176.0,3348.0,0,,3,3.0,10,,9,7,1990,Unknown,No
202,202,50.0,No,,1207.0,,28,1,Medical,716.0,4,M,74.0,4,1, laboratory technician ,3,married,3297,1,yes,11,,3,,,,3,20.0,3,3.0,20,,3,8,1973,Unknown,Si
203,203,32.0,No,,430.0, Research & Development ,24,4,Life Sciences,772.0,1,M,80.0,3,2, laboratory technician ,4,unknown,21146,1,no,15,,4,,63708.0,5309.0,2,10.0,2,3.0,10,,4,7,1991, laboratory technician  -  research & development ,Si
204,204,42.0,No,,933.0,,29,3,,836.0,2,M,98.0,3,2, manufacturing director ,2,unknown,11806,1,unknown,13,3.0,4,"80,0",,,1,10.0,3,2.0,9,,7,8,1981,Unknown,Si
205,205,49.0,Yes,,1184.0, Sales ,11,3,Marketing,840.0,3,F,43.0,3,3, sales executive ,4,married,5860,1,no,18,3.0,1,,91848.0,7654.0,2,,3,4.0,9,,7,7,1974, sales executive  -  sales ,No
206,206,27.0,No,,,,5,1,,844.0,3,M,42.0,2,3, research director ,4,divorced,8842,1,unknown,16,3.0,2,,153696.0,12808.0,1,,3,3.0,9,,0,8,1996,Unknown,Si
207,207,33.0,No,rarely,586.0,,1,3,Medical,unknown,1,M,48.0,4,2, sales executive ,1,divorced,21816,1,unknown,22,,1,,,,1,9.0,5,3.0,9,,0,8,1990,Unknown,Si
208,208,52.0,No,,890.0, Research & Development ,26,4,,867.0,3,F,81.0,2,4, manufacturing director ,4,married,19028,3,no,22,4.0,3,"80,0",,,0,31.0,3,3.0,9,,0,0,1971, manufacturing director  -  research & development ,No
209,209,32.0,No,,379.0,,5,2,Life Sciences,889.0,2,M,48.0,3,2, sales executive ,2,unknown,8891,1,no,14,3.0,4,"80,0",,,1,10.0,3,3.0,10,,5,3,1991,Unknown,Si
210,210,36.0,No,,1425.0,,14,1,Life Sciences,924.0,3,M,68.0,3,2, healthcare representative ,4,unknown,4821,0,unknown,17,3.0,1,,79032.0,6586.0,1,,2,2.0,16,,4,11,1987,Unknown,No
211,211,31.0,No,non-travel,1188.0, Sales ,20,2,,unknown,4,F,45.0,3,2, sales executive ,3,unknown,24406,1,unknown,13,3.0,4,,,,1,,2,2.0,9,,0,0,1992, sales executive  -  sales ,No
212,212,36.0,No,rarely,938.0,,2,4,Medical,unknown,3,M,79.0,3,1, laboratory technician ,3,single,12287,4,no,21,4.0,3,,30228.0,2519.0,0,,6,3.0,11,,3,9,1987,Unknown,Si
213,213,52.0,No,,1053.0,,1,2,Life Sciences,976.0,4,M,70.0,3,4, manager ,4,married,13829,2,unknown,15,3.0,2,"80,0",205188.0,17099.0,1,26.0,2,,9,,7,8,1971,Unknown,Si
214,214,33.0,No,non-travel,722.0,,17,3,,992.0,4,M,38.0,3,4, manager ,3,single,20489,1,unknown,11,3.0,4,,,,0,10.0,2,3.0,10,,6,0,1990,Unknown,No
215,215,45.0,No,non-travel,248.0,,23,2,Life Sciences,1002.0,4,M,42.0,3,2, laboratory technician ,1,unknown,14039,1,yes,15,3.0,3,"80,0",,,1,9.0,2,3.0,9,,0,8,1978,Unknown,Si
216,216,36.0,No,rarely,796.0, Research & Development ,12,5,,1073.0,4,F,51.0,2,3, manufacturing director ,4,unknown,15669,0,unknown,11,3.0,2,,,,0,15.0,2,2.0,14,,7,8,1987, manufacturing director  -  research & development ,Si
217,217,49.0,No,,174.0,,8,4,,1138.0,4,M,56.0,2,4, sales executive ,2,unknown,11879,6,unknown,17,3.0,2,"80,0",157440.0,13120.0,1,22.0,3,3.0,9,,2,3,1974,Unknown,No
218,218,29.0,Yes,,408.0,,23,1,,unknown,4,F,45.0,2,3, sales executive ,1,unknown,11162,1,unknown,13,,1,,,,1,11.0,3,1.0,11,,3,10,1994,Unknown,Si
219,219,29.0,No,,,,6,1,,1192.0,2,F,54.0,3,1, laboratory technician ,4,married,26342,1,unknown,13,3.0,1,,37572.0,3131.0,1,,5,3.0,10,,0,8,1994,Unknown,No
220,220,37.0,No,,977.0, Research & Development ,1,3,Life Sciences,1196.0,4,F,56.0,2,2, manufacturing director ,4,married,9961,1,unknown,13,3.0,2,"80,0",,,1,14.0,2,2.0,14,,3,11,1986, manufacturing director  -  research & development ,Si
221,221,33.0,No,rarely,536.0,,10,5,,unknown,4,M,82.0,4,3, sales executive ,3,unknown,21708,0,unknown,14,3.0,4,,,,2,,3,3.0,9,,0,8,1990,Unknown,Si
222,222,34.0,No,frequently,135.0,,19,3,Medical,unknown,3,F,46.0,3,2, laboratory technician ,2,divorced,22534,4,no,13,3.0,3,"80,0",53328.0,4444.0,2,15.0,2,4.0,11,,5,10,1989,Unknown,Si
223,223,28.0,No,non-travel,1476.0,,1,3,,1315.0,3,F,55.0,1,2, laboratory technician ,4,married,16392,0,no,11,3.0,1,,80088.0,6674.0,3,10.0,6,3.0,9,,7,5,1995,Unknown,Si
224,224,31.0,No,non-travel,587.0,,2,4,,1324.0,4,F,57.0,3,3, sales executive ,3,unknown,8935,1,yes,19,3.0,1,,118224.0,9852.0,1,10.0,5,2.0,10,,9,6,1992,Unknown,Si
225,225,42.0,No,non-travel,495.0,,2,1,Life Sciences,1334.0,3,M,,3,4, manager ,3,unknown,26582,0,yes,13,,4,"80,0",214332.0,17861.0,0,21.0,3,2.0,20,,2,10,1981,Unknown,No
226,226,40.0,No,rarely,523.0,,2,3,Life Sciences,1346.0,3,M,98.0,3,2, research scientist ,4,single,22455,1,unknown,13,3.0,3,"80,0",,,0,9.0,4,3.0,9,,8,8,1983,Unknown,Si
227,227,34.0,No,,507.0,,15,2,Medical,1356.0,3,F,66.0,3,2, sales executive ,1,single,23553,1,unknown,12,3.0,4,,,,0,,6,4.0,10,,9,6,1989,Unknown,Si
228,228,58.0,No,rarely,1055.0,,1,3,,1423.0,4,F,76.0,3,5, research director ,1,unknown,22456,3,unknown,21,4.0,3,,,,1,,3,3.0,9,,1,5,1965,Unknown,No
229,229,31.0,Yes,frequently,1445.0,,1,5,,1459.0,3,F,100.0,4,3, manufacturing director ,2,unknown,8931,1,unknown,11,3.0,1,,89352.0,7446.0,0,,2,3.0,10,,4,7,1992,Unknown,Si
230,230,40.0,No,non-travel,218.0,,8,1,,unknown,4,M,55.0,2,3, research director ,2,unknown,25178,2,no,11,3.0,3,,165084.0,13757.0,1,16.0,5,3.0,9,,4,8,1983,Unknown,Si
231,231,53.0,No,,447.0,,2,3,Medical,1472.0,4,M,39.0,4,4, research director ,2,single,19764,4,no,12,3.0,2,,199176.0,16598.0,0,35.0,2,2.0,9,,8,8,1970,Unknown,Si
232,232,34.0,No,,829.0, Research & Development ,15,3,,1485.0,2,M,71.0,3,4, research director ,1,unknown,11929,7,unknown,14,3.0,4,,,,2,16.0,3,2.0,14,,6,9,1989, research director  -  research & development ,Si
233,233,35.0,No,rarely,1029.0,,16,3,Life Sciences,unknown,4,F,91.0,2,3, healthcare representative ,2,single,21195,1,no,19,3.0,4,,,,0,,3,1.0,11,,3,3,1988,Unknown,Si
234,234,37.0,No,,674.0,,13,3,,1543.0,1,M,47.0,3,2, research scientist ,4,married,3031,1,unknown,17,3.0,1,,51420.0,4285.0,0,,2,3.0,10,,3,7,1986,Unknown,Si
235,235,42.0,No,frequently,,,2,3,,1547.0,4,M,40.0,3,3, healthcare representative ,4,unknown,18611,2,yes,14,3.0,3,"80,0",121488.0,10124.0,1,24.0,3,1.0,20,,13,9,1981,Unknown,Si
236,236,45.0,No,,538.0,,1,4,,1553.0,1,M,66.0,3,3, healthcare representative ,2,divorced,20933,1,unknown,12,3.0,1,,,,3,,4,3.0,10,,7,7,1978,Unknown,Si
237,237,30.0,Yes,rarely,740.0,,1,3,,1562.0,2,M,64.0,2,2, sales executive ,1,married,5323,1,no,11,3.0,4,,116568.0,9714.0,1,,4,3.0,10,,6,7,1993,Unknown,Si
238,238,38.0,No,rarely,1245.0,,14,3,Life Sciences,1582.0,3,M,80.0,3,2, sales executive ,2,married,12355,0,unknown,11,3.0,4,"80,0",119088.0,9924.0,1,10.0,3,3.0,9,,7,7,1985,Unknown,Si
239,239,50.0,No,,1234.0,,20,5,Medical,1606.0,2,M,41.0,3,4, healthcare representative ,3,unknown,20689,2,unknown,15,3.0,3,"80,0",134940.0,11245.0,1,32.0,3,3.0,30,,12,13,1973,Unknown,No
240,240,39.0,No,rarely,170.0,,3,2,,unknown,3,M,76.0,2,2, laboratory technician ,3,unknown,10302,0,unknown,15,3.0,4,,36828.0,3069.0,1,,3,,10,,0,7,1984,Unknown,Si
241,241,34.0,No,rarely,1130.0,,3,3,,1658.0,4,F,66.0,3,2, research scientist ,2,unknown,19332,1,no,12,3.0,3,"80,0",,,1,11.0,2,3.0,11,,7,9,1989,Unknown,Si
242,242,54.0,No,rarely,584.0, Research & Development ,22,5,,1665.0,2,F,91.0,3,4, manager ,3,unknown,18685,3,unknown,25,4.0,3,"80,0",,,1,36.0,6,3.0,10,,4,7,1969, manager  -  research & development ,Si
243,243,41.0,No,rarely,918.0,,6,3,Marketing,unknown,4,M,35.0,3,3, sales executive ,3,unknown,15869,1,no,12,3.0,2,,110892.0,9241.0,0,,3,3.0,10,,8,7,1982,Unknown,No
244,244,39.0,No,,792.0,,1,3,Life Sciences,1737.0,4,M,77.0,3,2, laboratory technician ,4,married,8989,1,unknown,15,3.0,4,,77664.0,6472.0,1,,2,3.0,9,,5,8,1984,Unknown,Si
245,245,40.0,No,rarely,611.0,,7,4,,unknown,2,M,88.0,3,5, manager ,2,unknown,4349,1,no,14,3.0,2,,,,0,,3,2.0,21,,12,8,1983,Unknown,No
246,246,33.0,No,,,,4,3,Technical Degree,unknown,4,M,90.0,3,2, research scientist ,2,unknown,6194,5,no,15,,4,,36660.0,3055.0,2,11.0,2,2.0,9,,1,7,1990,Unknown,Si
247,247,36.0,No,,1383.0,,10,3,Life Sciences,1790.0,4,M,90.0,3,3, healthcare representative ,1,unknown,25949,7,unknown,13,3.0,4,"80,0",99852.0,8321.0,1,15.0,1,3.0,12,,5,7,1987,Unknown,No
248,248,33.0,No,,867.0,,8,4,Life Sciences,unknown,4,M,90.0,4,1, research scientist ,1,married,6076,6,no,19,3.0,2,,37716.0,3143.0,1,14.0,1,3.0,10,,7,6,1990,Unknown,Si
249,249,34.0,No,rarely,,,8,2,,1823.0,2,M,92.0,4,2, sales executive ,3,unknown,22128,1,no,21,4.0,3,,,,2,10.0,5,3.0,10,,4,8,1989,Unknown,No
250,250,29.0,No,frequently,574.0, Research & Development ,46,1,Medical,unknown,4,M,40.0,3,1, laboratory technician ,4,married,7003,1,no,13,,2,,,,0,,3,4.0,11,,3,10,1994, laboratory technician  -  research & development ,No
251,251,46.0,No,rarely,706.0,,2,2,Life Sciences,1857.0,4,M,82.0,3,3, manufacturing director ,4,divorced,19989,3,unknown,14,3.0,3,,102936.0,8578.0,1,12.0,4,2.0,9,,4,7,1977,Unknown,Si
252,252,27.0,No,rarely,728.0,,23,1,Medical,1864.0,2,F,36.0,2,2, sales representative ,3,married,7018,1,no,21,4.0,4,,,,1,,5,3.0,9,,5,8,1996,Unknown,No
253,253,31.0,No,,311.0,,36,3,Life Sciences,1881.0,2,M,89.0,3,2, laboratory technician ,3,divorced,18624,1,no,11,3.0,1,,50364.0,4197.0,1,10.0,2,3.0,10,,0,2,1992,Unknown,No
