,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,yearincome,monthlyincome,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,roledepartament,remotework
112,30.0,No,rarely,111.0,unknown,9,3,unknown,239.0,3,M,66.0,3,2, laboratory technician ,1,unknown,11012,1,no,11,3.15,3,40.0,36864.0,3072.0,2,12.0,4,3.0,12,6,10,1993,unknown,Si
113,34.0,No,frequently,,unknown,29,1,unknown,256.0,4,M,45.0,2,2, manufacturing director ,3,married,14074,1,unknown,17,3.0,3,40.0,77732.23346303502,6477.686121919585,0,10.0,2,2.0,10,1,9,1989,unknown,No
114,51.0,No,rarely,1469.0,unknown,8,4,Life Sciences,unknown,2,M,81.0,2,3, research director ,2,married,15736,5,no,16,3.0,4,40.0,149880.0,12490.0,2,16.0,5,1.0,10,4,7,1972,unknown,No
115,34.0,No,rarely,470.0,unknown,39,4,Life Sciences,339.0,3,M,84.0,2,2, manufacturing director ,1,unknown,23687,6,unknown,13,3.0,2,40.0,77732.23346303502,6477.686121919585,1,13.0,3,3.0,11,5,9,1989,unknown,Si
116,35.0,No,rarely,1232.0,unknown,16,3,unknown,406.0,3,M,96.0,3,3, sales executive ,2,married,5100,0,unknown,15,3.0,3,40.0,96240.0,8020.0,2,12.0,3,2.0,11,6,9,1988,unknown,Si
117,45.0,No,frequently,1249.0,unknown,7,3,Life Sciences,unknown,1,M,97.0,3,3, laboratory technician ,1,unknown,20308,1,unknown,18,3.0,1,40.0,77732.23346303502,6477.686121919585,1,24.0,2,3.0,24,9,11,1978,unknown,Si
118,39.0,No,rarely,117.0,unknown,10,1,unknown,429.0,3,M,99.0,3,4, manager ,1,married,5355,1,unknown,14,3.15,4,40.0,204816.0,17068.0,0,21.0,3,3.0,21,11,10,1984,unknown,Si
119,31.0,No,rarely,798.0,unknown,7,2,unknown,unknown,3,F,48.0,2,3, manufacturing director ,3,married,14034,1,no,24,4.0,1,40.0,107316.0,8943.0,1,10.0,2,3.0,10,8,9,1992,unknown,No
120,39.0,No,rarely,672.0, Research & Development ,7,2,unknown,444.0,3,M,54.0,2,5, manager ,4,married,21141,1,unknown,15,3.0,1,40.0,231264.0,19272.0,1,11.318933823529411,2,3.0,21,13,3,1984, manager  -  research & development ,Si
121,45.0,No,rarely,549.0,unknown,8,4,unknown,452.0,4,M,75.0,3,2, research scientist ,4,unknown,9278,9,no,14,3.0,1,40.0,77732.23346303502,6477.686121919585,2,12.0,3,3.0,10,9,8,1978,unknown,Si
122,30.0,No,rarely,570.0, Sales ,5,3,Marketing,456.0,4,F,30.0,2,2, sales executive ,3,unknown,5431,1,unknown,13,3.0,3,40.0,77732.23346303502,6477.686121919585,3,10.0,2,3.0,10,1,2,1993, sales executive  -  sales ,Si
123,31.0,No,rarely,1232.0,unknown,7,4,Medical,unknown,3,F,39.0,3,3, manufacturing director ,4,unknown,25713,1,unknown,14,3.0,3,40.0,77732.23346303502,6477.686121919585,0,11.0,2,2.0,11,4,10,1992,unknown,No
124,36.0,No,rarely,541.0,unknown,3,4,Medical,481.0,1,M,48.0,2,3, sales executive ,4,married,7246,4,no,11,3.0,1,40.0,77732.23346303502,6477.686121919585,1,16.0,2,3.0,13,1,12,1987,unknown,Si
125,36.0,No,rarely,164.0,unknown,2,2,unknown,513.0,2,M,61.0,2,3, sales executive ,3,married,3809,1,unknown,13,3.0,2,40.0,77732.23346303502,6477.686121919585,2,10.0,2,3.0,10,9,0,1987,unknown,Si
126,55.0,No,rarely,1117.0,unknown,18,5,unknown,597.0,1,F,83.0,3,4, manager ,2,single,9873,3,no,23,4.0,4,40.0,77732.23346303502,6477.686121919585,0,37.0,2,3.0,10,7,7,1968,unknown,Si
127,35.0,No,rarely,619.0,unknown,1,3,unknown,600.0,2,M,85.0,3,2, sales executive ,3,unknown,18659,9,unknown,11,3.0,3,40.0,77732.23346303502,6477.686121919585,0,15.0,2,3.0,11,6,9,1988,unknown,Si
128,42.0,No,rarely,319.0,unknown,24,3,Medical,unknown,4,M,56.0,3,3, manufacturing director ,1,married,6950,1,unknown,21,4.0,4,40.0,77732.23346303502,6477.686121919585,1,10.0,5,2.0,10,5,8,1981,unknown,No
129,52.0,No,rarely,956.0,unknown,6,2,unknown,630.0,4,M,78.0,3,2, research scientist ,1,divorced,22087,3,yes,12,3.15,2,40.0,66924.0,5577.0,2,18.0,3,3.0,10,6,9,1971,unknown,Si
130,49.0,No,rarely,1245.0,unknown,18,4,Life Sciences,638.0,4,M,58.0,2,5, research director ,3,unknown,2125,1,yes,17,3.0,3,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,5,3.0,31,0,9,1974,unknown,Si
131,34.0,No,rarely,1397.0, Research & Development ,1,5,unknown,683.0,2,M,42.0,3,1, research scientist ,4,married,7660,1,no,12,3.0,4,40.0,32292.0,2691.0,1,11.318933823529411,4,2.0,10,8,8,1989, research scientist  -  research & development ,Si
132,33.0,Yes,rarely,527.0,unknown,1,4,Other,780.0,4,M,63.0,3,1, research scientist ,4,single,5207,1,unknown,13,3.0,3,40.0,77732.23346303502,6477.686121919585,0,10.0,2,2.0,10,7,8,1990,unknown,No
133,33.0,No,rarely,213.0, Research & Development ,7,3,Medical,817.0,3,M,49.0,3,3, research director ,3,married,25995,0,no,11,3.0,4,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,3,4.0,13,3,7,1990, research director  -  research & development ,Si
134,53.0,No,rarely,,unknown,23,4,unknown,901.0,4,F,72.0,3,4, research director ,4,unknown,20206,6,no,18,3.0,3,40.0,77732.23346303502,6477.686121919585,0,33.0,0,3.0,12,3,8,1970,unknown,Si
135,49.0,No,rarely,527.0,unknown,8,2,Other,944.0,1,F,51.0,3,3, laboratory technician ,2,married,22477,4,unknown,11,3.0,3,40.0,88836.0,7403.0,1,29.0,3,2.0,26,1,7,1974,unknown,No
136,35.0,No,rarely,882.0,unknown,21,4,unknown,984.0,2,M,66.0281045751634,3,3, sales executive ,4,unknown,6812,6,unknown,13,3.0,2,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,2,3.0,10,0,8,1988,unknown,No
137,38.0,No,rarely,330.0,unknown,17,1,Life Sciences,1088.0,3,F,65.0,2,3, healthcare representative ,3,married,24608,0,unknown,18,3.0,1,40.0,105876.0,8823.0,1,20.0,4,2.0,19,1,9,1985,unknown,No
138,46.0,No,rarely,406.0, Sales ,3,1,Marketing,1124.0,1,M,66.0281045751634,3,4, manager ,3,married,15596,3,no,12,3.0,4,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,3,3.0,12,4,9,1977, manager  -  sales ,No
139,36.0,No,non-travel,217.0,unknown,18,4,unknown,unknown,1,M,78.0,3,2, manufacturing director ,4,single,23238,2,unknown,20,4.0,1,40.0,77732.23346303502,6477.686121919585,0,18.0,0,3.0,11,0,9,1987,unknown,No
140,42.0,Yes,frequently,481.0,unknown,15,3,Life Sciences,1167.0,1,M,44.0,3,4, sales executive ,1,single,2447,0,unknown,12,3.15,2,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,2,2.0,21,13,14,1981,unknown,Si
141,34.0,No,frequently,669.0,unknown,1,3,unknown,1184.0,4,M,97.0,2,2, healthcare representative ,1,single,25755,0,no,20,4.0,3,40.0,77732.23346303502,6477.686121919585,0,14.0,3,3.0,13,4,9,1989,unknown,Si
142,30.0,No,rarely,1465.0, Research & Development ,1,3,Medical,unknown,4,M,63.0,3,1, research scientist ,2,unknown,9369,0,yes,21,4.0,1,40.0,42948.0,3579.0,1,12.0,2,3.0,11,5,7,1993, research scientist  -  research & development ,Si
143,54.0,No,rarely,685.0,unknown,3,3,Life Sciences,unknown,4,M,85.0,3,4, research director ,4,married,23474,3,no,14,3.0,1,40.0,213348.0,17779.0,0,36.0,2,3.0,10,0,9,1969,unknown,Si
144,31.0,No,rarely,1062.0,unknown,24,3,Medical,1252.0,3,F,96.0,2,2, healthcare representative ,1,single,17198,1,no,19,3.15,2,40.0,77732.23346303502,6477.686121919585,0,10.0,2,3.0,10,1,8,1992,unknown,No
145,44.0,No,rarely,1099.0,unknown,5,3,unknown,1267.0,2,M,88.0,3,5, manager ,2,married,8751,7,no,11,3.0,3,40.0,218556.0,18213.0,1,26.0,5,3.0,22,3,10,1979,unknown,Si
146,55.0,No,non-travel,177.0,unknown,8,1,unknown,1278.0,4,M,37.0,2,4, healthcare representative ,2,divorced,25592,1,yes,15,3.0,4,40.0,162924.0,13577.0,1,11.318933823529411,3,3.0,33,15,0,1968,unknown,No
147,44.0,No,rarely,1199.0,unknown,4,2,Life Sciences,1288.0,3,M,92.0,4,5, manager ,1,divorced,17477,1,no,14,3.0,4,40.0,230280.0,19190.0,2,11.318933823529411,4,2.0,25,14,13,1979,unknown,No
148,34.0,No,frequently,648.0, Human Resources ,11,3,Life Sciences,unknown,3,M,56.0,2,2, human resources ,2,unknown,21833,4,no,11,3.0,4,40.0,77732.23346303502,6477.686121919585,2,14.0,5,4.0,10,1,8,1989, human resources  -  human resources ,Si
149,39.0,No,rarely,412.0,unknown,13,4,unknown,1307.0,3,F,94.0,2,4, manager ,2,divorced,17334,6,yes,13,3.0,4,40.0,205476.0,17123.0,2,11.318933823529411,4,3.0,19,15,2,1984,unknown,No
150,55.0,No,rarely,282.0,unknown,2,2,Medical,1336.0,4,F,58.0,1,5, manager ,3,unknown,6992,4,unknown,14,3.15,4,40.0,230244.0,19187.0,1,23.0,5,3.0,19,9,11,1968,unknown,Si
151,51.0,No,rarely,770.0,unknown,5,3,Life Sciences,1352.0,3,M,84.0,3,4, manager ,2,unknown,17588,1,unknown,11,3.0,2,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,2,3.0,33,0,10,1972,unknown,Si
152,58.0,Yes,rarely,601.0,unknown,14,4,Medical,1360.0,1,F,53.0,2,3, manufacturing director ,1,married,12023,7,unknown,14,3.0,4,40.0,120096.0,10008.0,0,11.318933823529411,0,2.0,10,5,9,1965,unknown,Si
153,48.0,No,rarely,855.0,unknown,4,3,Life Sciences,unknown,4,M,54.0,3,3, manufacturing director ,4,single,18706,1,no,11,3.0,3,40.0,77732.23346303502,6477.686121919585,0,11.0,2,3.0,10,0,8,1975,unknown,Si
154,29.0,No,rarely,332.0, Human Resources ,17,3,unknown,1419.0,2,M,51.0,2,3, human resources ,1,single,9769,1,unknown,13,3.0,1,40.0,95856.0,7988.0,0,11.318933823529411,3,2.0,10,0,9,1994, human resources  -  human resources ,No
155,34.0,No,rarely,1326.0,unknown,3,3,Other,1478.0,4,M,81.0,1,2, sales executive ,1,single,15891,3,no,18,3.15,4,40.0,77732.23346303502,6477.686121919585,0,15.0,2,3.0,13,3,12,1989,unknown,Si
156,42.0,No,frequently,748.0,unknown,9,2,unknown,1480.0,1,F,74.0,3,1, laboratory technician ,4,unknown,16458,1,unknown,13,3.0,3,40.0,77732.23346303502,6477.686121919585,0,12.0,3,3.0,12,5,8,1981,unknown,Si
157,57.0,No,rarely,405.0,unknown,1,2,Life Sciences,unknown,2,M,93.0,4,2, research scientist ,3,married,2721,0,no,24,4.0,1,40.0,77732.23346303502,6477.686121919585,1,13.0,2,2.0,12,2,8,1966,unknown,Si
158,34.0,Yes,rarely,790.0,unknown,24,4,unknown,1489.0,1,F,40.0,2,2, sales executive ,2,single,7815,0,yes,23,4.0,3,40.0,77732.23346303502,6477.686121919585,0,16.0,2,4.0,15,10,10,1989,unknown,No
159,54.0,No,frequently,1050.0,unknown,11,4,Medical,1520.0,2,F,87.0,3,4, manager ,4,unknown,24456,3,no,20,3.15,1,40.0,77732.23346303502,6477.686121919585,1,26.0,2,3.0,14,1,12,1969,unknown,Si
160,34.0,No,rarely,971.0,unknown,1,3,unknown,1535.0,4,M,64.0,2,3, sales executive ,3,unknown,12288,1,unknown,14,3.0,4,40.0,84996.0,7083.0,0,11.318933823529411,3,3.0,10,8,6,1989,unknown,No
161,29.0,No,rarely,1370.0,unknown,3,1,Medical,1586.0,2,M,87.0,3,1, laboratory technician ,1,single,16213,1,unknown,18,3.0,4,40.0,56676.0,4723.0,0,11.318933823529411,3,2.76,10,1,5,1994,unknown,Si
162,35.0,No,rarely,750.0,unknown,28,3,Life Sciences,1596.0,2,M,46.0,4,2, laboratory technician ,3,unknown,25348,1,unknown,17,3.15,4,40.0,40884.0,3407.0,2,11.318933823529411,3,2.0,10,6,8,1988,unknown,Si
163,35.0,Yes,rarely,880.0,unknown,12,4,Other,1667.0,4,M,36.0,3,2, sales executive ,4,unknown,10414,3,unknown,24,4.0,1,40.0,77732.23346303502,6477.686121919585,0,13.0,2,4.0,11,6,7,1988,unknown,Si
164,34.0,No,rarely,678.0,unknown,19,3,Life Sciences,1701.0,2,F,35.0,2,1, research scientist ,4,married,20338,1,no,12,3.0,2,40.0,35148.0,2929.0,0,10.0,3,3.0,10,8,7,1989,unknown,Si
165,43.0,No,rarely,1179.0,unknown,2,3,unknown,1706.0,4,M,73.0,3,2, sales executive ,4,unknown,6069,1,yes,17,3.0,1,40.0,77732.23346303502,6477.686121919585,1,10.0,3,3.0,10,8,8,1980,unknown,No
166,58.0,No,non-travel,350.0,unknown,2,3,Medical,unknown,2,M,52.0,3,4, manager ,2,divorced,22577,4,no,22,4.0,4,40.0,77732.23346303502,6477.686121919585,1,37.0,0,2.0,16,14,14,1965,unknown,Si
167,36.0,No,rarely,1266.0, Sales ,14,4,unknown,unknown,1,F,63.0,2,2, sales executive ,3,married,6060,1,yes,13,3.0,1,40.0,77732.23346303502,6477.686121919585,1,10.0,4,3.0,10,1,7,1987, sales executive  -  sales ,No
168,43.0,No,rarely,574.0,unknown,11,3,Life Sciences,1971.0,1,M,30.0,3,3, healthcare representative ,3,married,16873,1,unknown,17,3.0,2,40.0,77732.23346303502,6477.686121919585,1,10.0,1,3.0,10,0,9,1980,unknown,Si
169,55.0,No,rarely,189.0,unknown,26,4,Human Resources,unknown,3,M,71.0,4,5, manager ,2,married,25811,4,yes,18,3.0,1,40.0,77732.23346303502,6477.686121919585,1,35.0,0,3.0,10,1,4,1968,unknown,Si
170,42.0,No,rarely,, Research & Development ,23,2,unknown,1976.0,4,M,37.0,2,2, research scientist ,3,single,14811,1,unknown,12,3.0,4,40.0,77732.23346303502,6477.686121919585,0,20.0,2,3.0,20,3,7,1981, research scientist  -  research & development ,Si
171,40.0,No,rarely,692.0,unknown,11,3,Technical Degree,1985.0,4,F,73.0,3,2, laboratory technician ,3,married,26849,1,unknown,11,3.15,1,40.0,77732.23346303502,6477.686121919585,1,10.0,2,4.0,10,9,4,1983,unknown,Si
172,56.0,Yes,rarely,310.0, Research & Development ,7,2,Technical Degree,2032.0,4,M,72.0,3,1, laboratory technician ,3,married,3666,8,no,11,3.0,4,40.0,77732.23346303502,6477.686121919585,1,14.0,4,1.0,10,9,8,1967, laboratory technician  -  research & development ,Si
173,39.0,No,rarely,722.0,unknown,33,1,Marketing,2056.0,3,F,60.0,2,4, sales executive ,4,unknown,8828,0,unknown,11,3.0,1,40.0,144372.0,12031.0,1,11.318933823529411,2,2.0,20,9,6,1984,unknown,Si
174,53.0,No,rarely,1219.0,unknown,2,4,Life Sciences,unknown,1,F,78.0,2,4, manager ,4,married,22021,2,no,16,3.0,3,40.0,185124.0,15427.0,0,11.318933823529411,3,3.0,25,3,7,1970,unknown,Si
175,27.0,No,frequently,994.0,unknown,8,3,unknown,unknown,4,M,37.0,3,3, sales executive ,3,single,2975,1,no,15,3.0,4,40.0,77732.23346303502,6477.686121919585,0,9.0,0,3.0,9,1,7,1996,unknown,No
176,30.0,No,frequently,721.0,unknown,1,2,unknown,57.0,3,F,58.0,3,2, laboratory technician ,4,unknown,10781,1,unknown,23,4.0,4,40.0,77732.23346303502,6477.686121919585,0,12.0,2,2.76,12,3,7,1993,unknown,Si
177,35.0,No,rarely,853.0,unknown,18,5,Life Sciences,unknown,2,M,71.0,3,3, sales executive ,1,married,11031,1,unknown,22,4.0,4,40.0,77732.23346303502,6477.686121919585,1,9.0,3,2.0,9,1,8,1988,unknown,Si
178,32.0,No,rarely,427.0, Research & Development ,1,3,Medical,78.0,1,M,66.0281045751634,3,2, manufacturing director ,4,married,10877,1,yes,22,4.0,2,40.0,73944.0,6162.0,1,9.0,3,3.0,9,7,8,1991, manufacturing director  -  research & development ,Si
179,30.0,No,rarely,852.0,unknown,1,1,Life Sciences,104.0,4,M,55.0,2,2, laboratory technician ,4,married,15998,1,unknown,12,3.0,3,40.0,61512.0,5126.0,2,11.318933823529411,1,2.76,10,3,0,1993,unknown,No
180,46.0,Yes,rarely,669.0, Sales ,9,2,Medical,118.0,3,M,64.0,2,3, sales executive ,4,unknown,13596,1,no,16,3.0,4,40.0,115428.0,9619.0,0,9.0,3,3.0,9,4,7,1977, sales executive  -  sales ,No
181,30.0,No,rarely,1334.0,unknown,4,2,unknown,121.0,3,F,63.0,2,2, sales executive ,2,unknown,19760,1,yes,12,3.0,2,40.0,77732.23346303502,6477.686121919585,3,11.0,4,2.0,11,2,7,1993,unknown,No
182,32.0,No,rarely,1093.0,unknown,6,4,unknown,125.0,2,M,87.0,3,2, sales executive ,3,single,24301,1,no,16,3.0,1,40.0,60120.0,5010.0,0,12.0,0,3.0,11,5,7,1991,unknown,Si
183,35.0,No,rarely,,unknown,37,5,Marketing,unknown,3,M,94.0,3,3, sales executive ,2,married,11439,1,unknown,13,3.0,1,40.0,77732.23346303502,6477.686121919585,2,11.318933823529411,3,3.0,10,0,6,1988,unknown,No
184,32.0,No,rarely,967.0,unknown,8,3,Marketing,207.0,2,F,43.0,3,3, sales executive ,4,single,15589,1,unknown,14,3.0,4,40.0,77732.23346303502,6477.686121919585,0,9.0,2,3.0,9,3,7,1991,unknown,Si
185,41.0,No,rarely,465.0, Research & Development ,34,3,Life Sciences,227.0,1,M,56.0,3,1, research scientist ,3,divorced,4609,4,no,12,3.0,1,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,2,3.0,9,1,8,1982, research scientist  -  research & development ,Si
186,40.0,No,rarely,989.0,unknown,4,1,Medical,253.0,4,F,46.0,3,5, manager ,3,unknown,6499,1,no,14,3.0,2,40.0,228396.0,19033.0,1,21.0,2,3.0,20,9,9,1983,unknown,No
187,45.0,No,rarely,1195.0,unknown,2,2,unknown,264.0,1,M,65.0,2,4, manager ,4,married,20462,9,no,23,4.0,4,40.0,77732.23346303502,6477.686121919585,1,22.0,1,3.0,20,11,8,1978,unknown,Si
188,32.0,Yes,rarely,1045.0,unknown,4,4,unknown,291.0,4,M,32.0,1,3, sales executive ,4,married,25812,1,no,11,3.0,3,40.0,124800.0,10400.0,0,14.0,2,2.0,14,9,8,1991,unknown,No
189,30.0,No,non-travel,829.0, Research & Development ,1,1,Life Sciences,292.0,3,M,88.0,2,3, manufacturing director ,3,unknown,20925,1,no,22,4.0,3,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,2,3.0,11,5,8,1993, manufacturing director  -  research & development ,Si
190,37.0,No,rarely,663.0,unknown,11,3,unknown,306.0,2,M,47.0,3,3, research director ,4,unknown,10056,1,unknown,14,3.0,3,40.0,77732.23346303502,6477.686121919585,3,11.318933823529411,1,3.0,10,0,7,1986,unknown,Si
191,37.0,No,rarely,319.0,unknown,4,4,unknown,unknown,1,M,41.0,3,1, sales representative ,4,divorced,2539,4,no,17,3.0,3,40.0,33516.0,2793.0,1,13.0,2,3.0,9,5,8,1986,unknown,No
192,40.0,No,rarely,1300.0,unknown,24,2,Technical Degree,335.0,1,M,62.0,3,2, research scientist ,4,unknown,24447,1,no,17,3.0,1,40.0,77732.23346303502,6477.686121919585,2,11.318933823529411,3,3.0,9,4,7,1983,unknown,No
193,36.0,No,non-travel,1105.0,unknown,24,4,unknown,unknown,2,F,47.0,3,2, laboratory technician ,2,married,6927,7,unknown,15,3.0,3,40.0,68088.0,5674.0,1,11.0,3,3.0,9,0,8,1987,unknown,Si
194,32.0,No,rarely,906.0,unknown,7,3,Life Sciences,420.0,4,M,91.0,2,2, sales executive ,3,married,16985,1,unknown,14,3.0,3,40.0,77732.23346303502,6477.686121919585,1,13.0,3,2.0,13,4,8,1991,unknown,Si
195,38.0,No,rarely,849.0,unknown,25,2,Life Sciences,421.0,1,F,81.0,2,3, research director ,2,unknown,26707,3,unknown,17,3.0,3,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,2,3.0,10,0,1,1985,unknown,Si
196,30.0,No,rarely,1275.0,unknown,28,2,unknown,441.0,4,F,64.0,3,2, research scientist ,4,married,11934,1,no,13,3.0,4,40.0,77732.23346303502,6477.686121919585,2,11.0,2,3.0,10,1,9,1993,unknown,Si
197,39.0,No,rarely,1218.0,unknown,1,1,unknown,531.0,2,M,52.0,3,5, manager ,3,unknown,8213,1,unknown,14,3.0,3,40.0,230364.0,19197.0,1,21.0,3,3.0,21,1,6,1984,unknown,Si
198,60.0,No,rarely,422.0,unknown,7,3,Life Sciences,549.0,1,F,41.0,3,5, manager ,1,unknown,3854,5,no,11,3.0,4,40.0,77732.23346303502,6477.686121919585,0,33.0,5,1.0,29,11,10,1963,unknown,Si
199,30.0,No,rarely,1398.0,unknown,22,4,Other,567.0,3,F,69.0,3,3, sales executive ,1,unknown,2890,0,unknown,11,3.0,3,40.0,100944.0,8412.0,0,10.0,3,3.0,9,7,8,1993,unknown,Si
200,31.0,No,rarely,1274.0, Research & Development ,9,1,unknown,581.0,3,M,66.0281045751634,3,3, manufacturing director ,2,divorced,14394,1,no,25,4.0,4,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,6,4.0,13,0,8,1992, manufacturing director  -  research & development ,Si
201,33.0,Yes,rarely,1076.0,unknown,3,3,Life Sciences,702.0,1,M,70.0,3,1, research scientist ,1,single,3164,1,yes,11,3.0,1,40.0,40176.0,3348.0,0,11.318933823529411,3,3.0,10,9,7,1990,unknown,No
202,50.0,No,rarely,1207.0,unknown,28,1,Medical,716.0,4,M,74.0,4,1, laboratory technician ,3,married,3297,1,yes,11,3.15,3,40.0,77732.23346303502,6477.686121919585,3,20.0,3,3.0,20,3,8,1973,unknown,Si
203,32.0,No,rarely,430.0, Research & Development ,24,4,Life Sciences,772.0,1,M,80.0,3,2, laboratory technician ,4,unknown,21146,1,no,15,3.15,4,40.0,63708.0,5309.0,2,10.0,2,3.0,10,4,7,1991, laboratory technician  -  research & development ,Si
204,42.0,No,rarely,933.0,unknown,29,3,unknown,836.0,2,M,98.0,3,2, manufacturing director ,2,unknown,11806,1,unknown,13,3.0,4,40.0,77732.23346303502,6477.686121919585,1,10.0,3,2.0,9,7,8,1981,unknown,Si
205,49.0,Yes,rarely,1184.0, Sales ,11,3,Marketing,840.0,3,F,43.0,3,3, sales executive ,4,married,5860,1,no,18,3.0,1,40.0,91848.0,7654.0,2,11.318933823529411,3,4.0,9,7,7,1974, sales executive  -  sales ,No
206,27.0,No,rarely,,unknown,5,1,unknown,844.0,3,M,42.0,2,3, research director ,4,divorced,8842,1,unknown,16,3.0,2,40.0,153696.0,12808.0,1,11.318933823529411,3,3.0,9,0,8,1996,unknown,Si
207,33.0,No,rarely,586.0,unknown,1,3,Medical,unknown,1,M,48.0,4,2, sales executive ,1,divorced,21816,1,unknown,22,3.15,1,40.0,77732.23346303502,6477.686121919585,1,9.0,5,3.0,9,0,8,1990,unknown,Si
208,52.0,No,rarely,890.0, Research & Development ,26,4,unknown,867.0,3,F,81.0,2,4, manufacturing director ,4,married,19028,3,no,22,4.0,3,40.0,77732.23346303502,6477.686121919585,0,31.0,3,3.0,9,0,0,1971, manufacturing director  -  research & development ,No
209,32.0,No,rarely,379.0,unknown,5,2,Life Sciences,889.0,2,M,48.0,3,2, sales executive ,2,unknown,8891,1,no,14,3.0,4,40.0,77732.23346303502,6477.686121919585,1,10.0,3,3.0,10,5,3,1991,unknown,Si
210,36.0,No,rarely,1425.0,unknown,14,1,Life Sciences,924.0,3,M,68.0,3,2, healthcare representative ,4,unknown,4821,0,unknown,17,3.0,1,40.0,79032.0,6586.0,1,11.318933823529411,2,2.0,16,4,11,1987,unknown,No
211,31.0,No,non-travel,1188.0, Sales ,20,2,unknown,unknown,4,F,45.0,3,2, sales executive ,3,unknown,24406,1,unknown,13,3.0,4,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,2,2.0,9,0,0,1992, sales executive  -  sales ,No
212,36.0,No,rarely,938.0,unknown,2,4,Medical,unknown,3,M,79.0,3,1, laboratory technician ,3,single,12287,4,no,21,4.0,3,40.0,30228.0,2519.0,0,11.318933823529411,6,3.0,11,3,9,1987,unknown,Si
213,52.0,No,rarely,1053.0,unknown,1,2,Life Sciences,976.0,4,M,70.0,3,4, manager ,4,married,13829,2,unknown,15,3.0,2,40.0,205188.0,17099.0,1,26.0,2,2.76,9,7,8,1971,unknown,Si
214,33.0,No,non-travel,722.0,unknown,17,3,unknown,992.0,4,M,38.0,3,4, manager ,3,single,20489,1,unknown,11,3.0,4,40.0,77732.23346303502,6477.686121919585,0,10.0,2,3.0,10,6,0,1990,unknown,No
215,45.0,No,non-travel,248.0,unknown,23,2,Life Sciences,1002.0,4,M,42.0,3,2, laboratory technician ,1,unknown,14039,1,yes,15,3.0,3,40.0,77732.23346303502,6477.686121919585,1,9.0,2,3.0,9,0,8,1978,unknown,Si
216,36.0,No,rarely,796.0, Research & Development ,12,5,unknown,1073.0,4,F,51.0,2,3, manufacturing director ,4,unknown,15669,0,unknown,11,3.0,2,40.0,77732.23346303502,6477.686121919585,0,15.0,2,2.0,14,7,8,1987, manufacturing director  -  research & development ,Si
217,49.0,No,rarely,174.0,unknown,8,4,unknown,1138.0,4,M,56.0,2,4, sales executive ,2,unknown,11879,6,unknown,17,3.0,2,40.0,157440.0,13120.0,1,22.0,3,3.0,9,2,3,1974,unknown,No
218,29.0,Yes,rarely,408.0,unknown,23,1,unknown,unknown,4,F,45.0,2,3, sales executive ,1,unknown,11162,1,unknown,13,3.15,1,40.0,77732.23346303502,6477.686121919585,1,11.0,3,1.0,11,3,10,1994,unknown,Si
219,29.0,No,rarely,,unknown,6,1,unknown,1192.0,2,F,54.0,3,1, laboratory technician ,4,married,26342,1,unknown,13,3.0,1,40.0,37572.0,3131.0,1,11.318933823529411,5,3.0,10,0,8,1994,unknown,No
220,37.0,No,rarely,977.0, Research & Development ,1,3,Life Sciences,1196.0,4,F,56.0,2,2, manufacturing director ,4,married,9961,1,unknown,13,3.0,2,40.0,77732.23346303502,6477.686121919585,1,14.0,2,2.0,14,3,11,1986, manufacturing director  -  research & development ,Si
